index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
1826,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,0.7574012279510498,,determine range,reVLAT_NoViz+NoChoices,Gemini
3583,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,1.3752048015594482,,determine range,reVLAT_NoViz+NoChoices,Gemini
5155,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.6876537799835205,,determine range,reVLAT_NoViz+NoChoices,Gemini
283,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.0748231410980225,,determine range,reVLAT_NoViz+NoChoices,Gemini
3546,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,0.7344033718109131,,determine range,reVLAT_NoViz+NoChoices,Gemini
157,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,0.7187597751617432,,determine range,reVLAT_NoViz+NoChoices,Gemini
3321,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,1.437251329421997,,determine range,reVLAT_NoViz+NoChoices,Gemini
762,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varies,7.562623023986816,,determine range,reVLAT_NoViz+NoChoices,Gemini
1992,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.0155870914459229,,determine range,reVLAT_NoViz+NoChoices,Gemini
541,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,2.125195026397705,,determine range,reVLAT_NoViz+NoChoices,Gemini
1547,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Wide,0.750025749,,determine range,reVLAT_NoViz+NoChoices,Gemini
2906,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable,0.8281362056732178,,determine range,reVLAT_NoViz+NoChoices,Gemini
4317,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,1.718527079,,determine range,reVLAT_NoViz+NoChoices,Gemini
2303,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,7.906388282775879,,determine range,reVLAT_NoViz+NoChoices,Gemini
5158,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.9376156330108644,,determine range,reVLAT_NoViz+NoChoices,Gemini
4638,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,5.165305376052856,,determine range,reVLAT_NoViz+NoChoices,Gemini
1411,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,1.1875619888305664,,determine range,reVLAT_NoViz+NoChoices,Gemini
4343,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.6406590938568115,,determine range,reVLAT_NoViz+NoChoices,Gemini
3797,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,1.062551498413086,,determine range,reVLAT_NoViz+NoChoices,Gemini
2024,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,1.1563072204589844,,determine range,reVLAT_NoViz+NoChoices,Gemini
5313,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Average,0.9375827312469482,,determine range,reVLAT_NoViz+NoChoices,Gemini
4484,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Average,0.7187881469726562,,determine range,reVLAT_NoViz+NoChoices,Gemini
4354,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,0.7656159400939941,,determine range,reVLAT_NoViz+NoChoices,Gemini
5269,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,1.5470023155212402,,determine range,reVLAT_NoViz+NoChoices,Gemini
4397,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,1.0083472728729248,,determine range,reVLAT_NoViz+NoChoices,Gemini
5817,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Moderate,0.8285772800445557,,determine range,reVLAT_NoViz+NoChoices,Gemini
5137,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varies,0.8282339572906494,,determine range,reVLAT_NoViz+NoChoices,Gemini
3968,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,1.953193426132202,,determine range,reVLAT_NoViz+NoChoices,Gemini
5693,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,0.7500362396240234,,determine range,reVLAT_NoViz+NoChoices,Gemini
5463,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,0.8126094341278076,,determine range,reVLAT_NoViz+NoChoices,Gemini
1444,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,0.7968738079071045,,determine range,reVLAT_NoViz+NoChoices,Gemini
598,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Forty,0.9062364101409912,,determine range,reVLAT_NoViz+NoChoices,Gemini
871,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown,0.7968931198120117,,determine range,reVLAT_NoViz+NoChoices,Gemini
3127,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Wide,1.34389329,,determine range,reVLAT_NoViz+NoChoices,Gemini
132,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Average,2.968843698501587,,determine range,reVLAT_NoViz+NoChoices,Gemini
4360,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,4.281156778335571,,determine range,reVLAT_NoViz+NoChoices,Gemini
2849,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Varies,0.7343719005584717,,determine range,reVLAT_NoViz+NoChoices,Gemini
4135,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,1.687758207321167,,determine range,reVLAT_NoViz+NoChoices,Gemini
5478,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Moderate,3.6566340923309326,,determine range,reVLAT_NoViz+NoChoices,Gemini
5911,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,2.480602741241455,,determine range,reVLAT_NoViz+NoChoices,Gemini
4379,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Moderate,1.6562695503234863,,determine range,reVLAT_NoViz+NoChoices,Gemini
5029,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Fluctuating,0.8595635890960693,,determine range,reVLAT_NoViz+NoChoices,Gemini
4619,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,Volatile,4.703222274780273,,determine range,reVLAT_NoViz+NoChoices,Gemini
5865,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,High,0.8282439708709717,,determine range,reVLAT_NoViz+NoChoices,Gemini
1916,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Vast,9.041495561599731,,determine range,reVLAT_NoViz+NoChoices,Gemini
3855,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Variable,1.124982833862305,,determine range,reVLAT_NoViz+NoChoices,Gemini
1377,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,0.7499783039093018,,determine range,reVLAT_NoViz+NoChoices,Gemini
3381,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,0.7610821723937988,,determine range,reVLAT_NoViz+NoChoices,Gemini
4538,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Global,2.000087261199951,,determine range,reVLAT_NoViz+NoChoices,Gemini
4862,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Wide,2.0784220695495605,,determine range,reVLAT_NoViz+NoChoices,Gemini
3643,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unknown,5.155095577,,determine range,reVLAT_NoViz+NoChoices,Gemini
5529,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,0.7656848430633545,,determine range,reVLAT_NoViz+NoChoices,Gemini
